Published,Group,Headline,Link,Website,Authors,Pinterest,LinkedIn,Twitter Influencer Shares,Total Facebook,Likes,Shares,Comments,Total Interactions
2018-10-17T22:57:47+01:00,Astra,Toyota Raih Penghargaan Nusantara CSR Awards 2018 – Sumedang Media,https://warta.sumedang.info/tekno/126198-toyota-raih-penghargaan-nusantara-csr-awards-2018/,warta.sumedang.info,,0,0,0,0,0,0,0,0
2018-10-17T15:28:57+01:00,Astra,Toyota Astra Motor Kembali Dapatkan Penghargaan CSR - Autos.id,https://www.autos.id/2018/10/17/toyota-astra-motor-kembali-dapatkan-penghargaan-csr/,autos.id,,0,0,0,0,0,0,0,0
2018-11-12T22:13:27Z,Astra,Ini Kontribusi Astra Pada Tol Trans Jawa,http://www.mobilinanews.com/artikel/19915/Ini-Kontribusi-Astra-Pada-Tol-Trans-Jawa/,mobilinanews.com,,0,0,0,0,0,0,0,0
2018-02-15T07:46:02Z,Astra,Daihatsu Peduli Pendidikan di Kepulauan Morotai Dengan Memberikan Uang Tunai dan Alat Tulis,https://www.msn.com/id-id/berita/other/daihatsu-peduli-pendidikan-di-kepulauan-morotai-dengan-memberikan-uang-tunai-dan-alat-tulis/ar-AAougWw,msn.com,,0,0,0,0,0,0,0,0
2018-05-22T05:23:55+01:00,Astra,"Penjualan Mobil Tahun Ini Diprediksi Anjlok, Ini Penyebabnya",https://www.liputan6.com/otomotif/read/3534178/penjualan-mobil-tahun-ini-diprediksi-anjlok-ini-penyebabnya,liputan6.com,,0,0,0,0,0,0,0,0
2018-03-22T11:06:02Z,Astra,Satu Indonesia Awards,https://www.antarafoto.com:443/bisnis/v1521717312/satu-indonesia-awards,antarafoto.com,,0,0,0,0,0,0,0,0
2018-04-24T10:20:58+01:00,Astra,Pembangunan Gedung Science And Techno Park Itb,https://www.antarafoto.com:443/peristiwa/v1524561301/pembangunan-gedung-science-and-techno-park-itb,antarafoto.com,,0,0,0,0,0,0,0,0
2018-04-24T10:20:49+01:00,Astra,Pembangunan Gedung Science And Techno Park Itb,https://www.antarafoto.com:443/peristiwa/v1524561313/pembangunan-gedung-science-and-techno-park-itb,antarafoto.com,,0,0,0,0,0,0,0,0
2018-04-24T11:54:43+01:00,Astra,Peresmian Pembangunan Gedung Science and Techno Park -,http://foto.bisnis.com/view/20180424/788206/peresmian-pembangunan-gedung-science-and-techno-park,foto.bisnis.com,,0,0,0,0,0,0,0,0
2018-08-06T22:33:50+01:00,Astra,Astra developing non-auto businesses,http://www.thejakartapost.com/news/2018/08/07/astra-developing-non-auto-businesses.html,thejakartapost.com,The Jakarta Post,0,0,0,0,0,0,0,0
2018-12-22T04:03:28Z,Astra,Astra International Dukung Ekspedisi Tol Trans Jawa,https://www.portalcirebon.com/80298/astra-international-dukung-ekspedisi-tol-trans-jawa/,portalcirebon.com,,0,0,0,0,0,0,0,0
